postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1017 ZL Amsterdam;Huidekoperstraat 9 hs;5.235.989;4.897.507;325000;53;212;1;1906;1;appartement;26;2
1066 TC Amsterdam;Kortrijk 54;5.234.361;480.195;695000;163;597;3;1995;1;woonhuis;49;6
1103 AS Amsterdam;Empangeni 39;5.232.354;4.964.181;285000;131;356;3;2006;1;woonhuis;20;5
1061 DJ Amsterdam;Bos en Lommerweg 280;5.237.904;4.838.758;365000;96;281;1;2011;0;appartement;28;4
1018 WT Amsterdam;Nieuwe Achtergracht 104 G;5.236.264;4.909.515;549000;88;302;5;1887;0;appartement;26;3
1108 CW Amsterdam;Leusdenhof 77;5.230.907;4.978.704;179500;69;185;1;1976;0;appartement;15;3
1013 KH Amsterdam;Haarlemmerdijk 169 boven;5.238.408;4.884.491;565000;85;265;2;1906;0;appartement;52;4
1054 EV Amsterdam;Roemer Visscherstraat 9;523.616;4.878.245;2500000;350;1372;4;1892;1;woonhuis;34;10
1095 MT Amsterdam;Lien Gisolfpad 1;5.237.481;4.963.841;225000;50;175;1;2016;1;appartement;27;2
1053 KB Amsterdam;Jacob van Lennepstraat 238 B;523.641;486.437;349000;62;148;1;1904;0;appartement;25;2
1098 LH Amsterdam;Helmholtzstraat 87 II;5.234.893;4.941.217;295000;70;210;3;1945;0;appartement;23;3
1077 WK Amsterdam;Herman Heijermansweg 43;5.234.479;4.885.305;4850000;365;1200;3;2006;1;woonhuis;15;10
1092 XS Amsterdam;Smitstraat 28 -1;5.235.442;4.922.022;295000;66;185;1;1912;0;appartement;24;2
1082 MX Amsterdam;Gustav Mahlerlaan;5.233.627;4.871.306;450000;93;325;1;2017;0;appartement;4;3
1018 DG Amsterdam;Plantage Middenlaan 36;523.661;4.912.209;3490000;495;1400;4;1892;1;woonhuis;65;10
1017 KG Amsterdam;Prinsengracht 468;5.236.448;4.884.716;4500000;335;1193;1;1906;0;appartement;44;4
1055 DK Amsterdam;Leeuwendael (Bouwnr. 14);5.238.454;4.856.275;422000;112;337;3;2017;1;woonhuis;12;5
1071 WH Amsterdam;Joh.M. Coenenstraat 64 PP;5.235.176;4.879.091;50000;0;0;1;0;0;parkeergelegenheid;5;1
1104 KN Amsterdam;Kraailookstraat 1;5.231.285;4.978.549;270000;131;360;3;2006;1;woonhuis;15;6
1017 LC Amsterdam;Prinsengracht 736 A*;523.614;4.895.291;650000;100;330;1;1906;0;appartement;18;3
1055 AX Amsterdam;Griseldestraat 28 II;5.237.702;4.849.034;250000;57;148;1;1931;0;appartement;25;3
1102 EE Amsterdam;Hofgeest 93;5.231.209;4.958.343;120000;66;204;1;1969;0;appartement;34;2
1052 VH Amsterdam;Gillis van Ledenberchstraat 34 B;5.237.701;4.871.725;695000;143;453;1;2010;0;appartement;32;3
1078 EK Amsterdam;Churchill-laan 70 huis;5.234.705;4.898.973;550000;83;271;1;1906;1;appartement;25;3
1018 WE Amsterdam;Roetersstraat 148;5.236.271;4.910.645;349000;70;221;1;1980;0;appartement;22;3
1058 AM Amsterdam;Stuyvesantstraat 34 I;523.632;4.857.317;265000;51;137;1;1926;0;appartement;22;3
1102 TS Amsterdam;Barbusselaan 99;5.232.098;4.944.065;129000;54;135;1;1986;1;appartement;19;2
1057 GG Amsterdam;Admiralengracht 138 I;5.236.941;4.857.574;275000;51;168;1;1925;0;appartement;15;2
1063 EL Amsterdam;Jan Janzenstraat 10;5.238.409;482.988;300000;133;451;3;1945;0;woonhuis;38;7
1087 Amsterdam;Joris Ivensplein;5.235.863;4.992.625;14500;0;0;1;0;0;parkeergelegenheid;3;1
1034 WD Amsterdam;Ibrahim Moustafapad 12;5.240.423;4.917.133;250000;87;300;1;1994;1;appartement;28;4
1072 JH Amsterdam;Cornelis Trooststraat 50 II;523.505;488.895;300000;53;174;1;1906;0;appartement;25;3
1072 JB Amsterdam;Cornelis Trooststraat 35 III;523.506;488.805;575000;120;355;1;1927;0;appartement;1;3
1016 RJ Amsterdam;Lauriergracht 107 A;5.237.057;4.878.334;600000;80;270;1;1906;1;appartement;20;2
1034 GA Amsterdam;Statenjachtstraat 159;5.240.593;4.916.447;260000;92;270;1;2011;0;appartement;31;3
1069 RR Amsterdam;Jan van Zutphenstraat 211;5.235.041;480.224;375000;70;185;11;2001;0;appartement;6;3
1019 PG Amsterdam;Bogortuin 84;5.237.753;493.322;550000;103;329;1;2000;0;appartement;39;3
1015 DW Amsterdam;Prinsengracht 26;5.237.866;4.886.333;1995000;168;597;5;1969;0;woonhuis;52;6
1072 TG Amsterdam;Van Ostadestraat 152 -sous;5.235.223;4.893.044;1075000;192;661;2;1902;1;appartement;24;6
1012 JS Amsterdam;Dam 5 /E;5.237.309;489.409;1250000;129;360;1;2017;0;appartement;20;3
1035 TS Amsterdam;Stoombootweg 19;524.166;490.013;799000;125;425;2;1984;1;woonhuis;42;3
1013 RW Amsterdam;Zaanstraat 113 huis;5.238.871;4.876.976;315000;55;158;1;1906;1;appartement;22;3
1093 DL Amsterdam;Pieter Vlamingstraat 167;5.236.529;4.927.226;275000;70;221;1;1992;0;appartement;48;3
1075 HL Amsterdam;De Lairessestraat 144 3;5.235.275;4.868.028;1595000;228;759;3;1906;0;appartement;33;6
1015 DR Amsterdam;Prinsengracht 151 E;5.237.835;4.886.883;799000;96;365;2;1005;0;appartement;28;3
1077 ES Amsterdam;Gerrit van der Veenstraat 132 -huis;5.234.881;4.867.792;975000;188;648;3;1927;1;appartement;30;6
1054 CT Amsterdam;Tweede Constantijn Huygensstraat 4 e;523.637;487.189;65000;0;0;1;0;0;parkeergelegenheid;1;1
1012 DJ Amsterdam;Oudezijds Achterburgwal 173 -B;5.237.097;4.896.636;250000;33;109;1;1770;0;appartement;19;1
1074 XT Amsterdam;Tweede Jan van der Heijdenstraat 91 D;5.235.653;4.903.624;440000;68;205;2;1880;0;appartement;21;4
1053 BX Amsterdam;Ten Katestraat 45 2;5.236.691;4.867.052;239000;42;136;1;1906;0;appartement;29;2
1106 SX Amsterdam;Parkhof 45;5.229.728;498.044;292500;122;325;3;1993;1;woonhuis;24;4
1012 WP Amsterdam;Singel 463 F;5.236.723;4.891.717;1500000;125;423;1;1997;0;appartement;20;2
1025 CW Amsterdam;Dijkwater 225;5.240.107;4.936.652;211000;0;0;1;0;0;onbekend;1;1
1062 CG Amsterdam;Theodoor van Hoytemastraat 25;5.236.039;4.839.984;347500;110;330;1;2003;0;appartement;22;4
1075 AA Amsterdam;Koningslaan;5.235.506;4.863.845;8500000;542;2318;5;1907;1;woonhuis;16;11
1072 TN Amsterdam;Eerste Jan van der Heijdenstraat 103 II;523.534;4.889.817;325000;50;158;1;1897;0;appartement;20;2
1017 GA Amsterdam;Kerkstraat 11 -C;5.236.617;4.884.388;499000;82;280;1;1906;0;appartement;22;3
1074 EN Amsterdam;Kuipersstraat 86 I-IV;5.235.359;4.902.626;750000;125;391;4;1906;1;appartement;37;5
1107 AX Amsterdam;Wethouder In 't Veldstraat 49;5.229.364;4.991.654;155000;65;202;1;1984;1;appartement;20;3
1107 PV Amsterdam;Toutenburgstraat 52;522.923;496.879;150000;70;210;4;1984;0;appartement;25;3
1017 JA Amsterdam;Kerkstraat 360 A;5.236.298;4.899.634;699027;122;396;3;1989;1;appartement;43;4
1087 EN Amsterdam;IJburglaan 933;5.235.613;4.994.165;385000;94;292;1;2009;0;appartement;16;3
1025 NP Amsterdam;Noord-Bevelandstraat 15;5.239.286;4.929.038;235000;64;310;2;1932;1;woonhuis;29;3
1058 CA Amsterdam;Curaçaostraat 82 I;5.236.132;4.852.231;295000;59;194;1;1935;0;appartement;18;4
1094 CW Amsterdam;Delistraat 28 hs;5.236.525;4.932.964;300000;55;229;1;1903;1;appartement;25;2
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 108);5.237.195;4.965.528;195500;42;105;1;2011;0;appartement;6;1
1011 NA Amsterdam;Valkenburgerstraat 138 -L;5.236.987;4.906.024;400000;122;342;1;2014;0;appartement;25;3
1055 DK Amsterdam;Leeuwendael (Bouwnr. 11);5.238.454;4.856.275;432000;112;337;3;2017;1;woonhuis;12;5
1053 LV Amsterdam;Nassaukade 333 -hs;5.236.819;4.876.289;595000;110;295;2;1906;0;appartement;33;4
1054 HG Amsterdam;Overtoom 147 II;523.618;4.872.385;650000;116;452;2;1882;0;appartement;30;4
1106 GP Amsterdam;Mijndenhof 62;5.229.958;4.970.692;289500;120;287;3;1981;1;woonhuis;21;5
1086 ZR Amsterdam;Zeeburgerbaai bwnr. 1 (Bouwnr. 0);5.236.073;498.065;620000;155;589;3;2017;1;woonhuis;7;5
1102 SR Amsterdam;Anna Blamansingel 1;5.231.592;4.945.553;239500;101;294;8;2006;0;appartement;18;3
1019 PE Amsterdam;Bogortuin 205;5.237.638;4.936.641;495000;117;361;1;1991;1;appartement;29;3
1069 HK Amsterdam;Lederambachtstraat 180;5.235.545;4.795.448;200000;84;252;1;2004;0;appartement;31;3
1012 EL Amsterdam;Oudezijds Voorburgwal 85 1;5.237.365;4.898.515;610000;85;280;1;1650;0;appartement;27;3
1059 WE Amsterdam;De Lierhof 40;523.512;4.844.935;425000;84;204;1;2001;0;appartement;19;3
1056 EP Amsterdam;Joos Banckersweg 14 2;5.237.567;4.857.435;300000;76;246;1;1939;0;appartement;33;3
1018 ZW Amsterdam;Windroosplein 198;5.237.309;4.925.588;400000;52;166;7;1989;0;appartement;22;2
1019 DN Amsterdam;Oostelijke Handelskade 1209;5.237.381;4.939.057;500000;94;265;1;1997;0;appartement;40;3
1013 GP Amsterdam;Korte Prinsengracht 73 III;5.238.101;4.889.358;430000;76;208;1;1960;0;appartement;31;3
1013 ER Amsterdam;Haarlemmerstraat 18 A;5.237.962;4.893.732;989000;159;441;4;1993;0;appartement;38;8
1072 JC Amsterdam;Cornelis Trooststraat 53 -II;5.235.072;4.889.257;325000;56;186;1;1904;0;appartement;11;3
1082 LT Amsterdam;Arent Janszoon Ernststraat;523.325;4.875.842;675000;118;310;5;2004;0;appartement;24;5
1057 BB Amsterdam;Orteliusstraat 24 II&III;5.236.516;4.851.465;455000;116;356;2;1931;0;appartement;31;6
1092 BV Amsterdam;Tweede Oosterparkstraat 318;5.235.923;4.925.128;595000;136;401;2;1892;0;appartement;29;4
1068 LZ Amsterdam;Osdorper Ban 285;5.236.214;4.803.459;199000;67;238;1;1960;0;appartement;20;3
1019 KJ Amsterdam;Borneolaan 218;523.705;493.706;335000;74;195;1;1990;0;appartement;24;3
1069 GA Amsterdam;Osdorper Ban 587;5.236.055;4.794.707;275000;92;290;12;2007;0;appartement;31;3
1082 CT Amsterdam;Boeckenburg 29;5.232.616;4.874.746;199000;67;200;1;1960;0;appartement;12;2
1019 HW Amsterdam;Borneolaan 1;5.237.126;493.555;40000;0;0;1;0;0;onbekend;1;1
1063 BN Amsterdam;Burgemeester De Vlugtlaan 287;5.238.156;4.818.416;160000;58;151;1;1958;0;appartement;23;2
1087 JC Amsterdam;Maria Austriastraat 680;523.541;499.954;344000;126;378;7;2005;0;appartement;18;3
1078 ST Amsterdam;Uithoornstraat 23 II;523.475;4.909.094;369000;74;242;1;1922;0;appartement;29;4
1013 SN Amsterdam;Assendelftstraat 13;5.238.895;4.879.331;325000;65;195;4;1980;0;appartement;28;3
1094 HB Amsterdam;Javastraat 91 -III;5.236.387;493.518;200000;31;104;1;1903;0;appartement;30;2
1074 CL Amsterdam;Tweede Jan Steenstraat 75 4 V;523.566;4.901.595;188800;24;74;5;1906;0;appartement;21;1
1021 NN Amsterdam;Buitendraaierij 38;523.818;4.916.312;255000;0;0;1;0;0;onbekend;1;1
1066 SL Amsterdam;Berlaarstraat 68;5.234.552;4.801.703;305000;103;265;2;1995;1;woonhuis;22;4
1087 CL Amsterdam;IJburglaan 785;5.235.704;4.992.484;280000;0;0;1;0;0;onbekend;1;1
1035 CV Amsterdam;Wipmolen 13;5.241.732;4.889.396;199000;97;304;1;1969;0;appartement;17;4
1052 LW Amsterdam;Hugo de Grootkade 70 B;5.237.273;4.870.728;450000;89;240;1;2004;0;appartement;25;3
1096 AK Amsterdam;State Amsterdam;5.233.953;4.926.469;570977;103;268;1;2019;0;appartement;6;3
1063 MH Amsterdam;Jan de Jonghkade 66;5.237.952;482.346;289000;95;285;1;1999;0;appartement;28;3
1072 VK Amsterdam;Gerard Doustraat 31 HS;5.235.535;4.889.575;299000;50;180;1;1906;1;appartement;16;3
1053 XD Amsterdam;Da Costakade 168 C;5.236.772;4.873.032;200000;29;93;1;1893;0;appartement;17;2
1075 HD Amsterdam;Johannes Verhulststraat 184 bv;5.235.329;4.867.176;1200000;155;481;2;1908;1;appartement;29;5
1016 EK Amsterdam;Keizersgracht 403 I;5.236.758;488.481;1250000;145;448;1;1669;0;appartement;44;4
1059 TB Amsterdam;Abbenesstraat 11 III;5.234.801;4.846.934;399000;103;350;2;1935;0;appartement;24;6
1053 ST Amsterdam;Jan Hanzenstraat 80;523.679;4.864.881;550000;85;299;3;2011;1;woonhuis;33;3
1055 NZ Amsterdam;Doggersbankstraat 22 2;523.844;4.850.851;235000;48;155;1;1936;0;appartement;21;3
1016 DH Amsterdam;Westermarkt 7 II;5.237.385;4.884.433;600000;115;357;3;1906;1;appartement;36;4
1058 TE Amsterdam;Woestduinstraat 22;5.235.388;4.847.553;845000;126;325;2;1956;1;appartement;28;5
1071 MK Amsterdam;Valeriusstraat 40 2;5.235.485;4.870.995;1050000;143;497;2;1906;1;appartement;30;4
1055 RZ Amsterdam;Nieuwpoortstraat 86 A 9;5.238.429;4.858.226;408500;83;294;1;2017;0;appartement;20;2
1019 AZ Amsterdam;Panamalaan 174;5.237.016;4.934.699;450000;120;395;2;2000;0;appartement;39;5
1019 HD Amsterdam;Veembroederhof 221;5.237.656;4.924.268;500000;113;250;6;2001;0;appartement;34;3
1013 KN Amsterdam;Grote Bickersstraat 39 hs;5.238.481;4.889.009;265000;43;165;1;1906;0;appartement;27;2
1066 WH Amsterdam;Schaarbeekstraat 24;5.234.303;4.808.386;319500;120;335;3;1991;1;woonhuis;26;5
1016 CE Amsterdam;Herengracht 326 III;5.236.963;4.886.463;749000;85;287;2;1899;0;appartement;18;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 D5;5.238.445;4.858.142;420000;84;244;2;2017;1;appartement;20;3
1075 TE Amsterdam;Sluisstraat 18 I;5.235.248;4.855.068;289000;50;166;1;1912;0;appartement;12;2
1104 HA Amsterdam;Kantershof 461;5.231.667;4.992.229;150000;50;183;1;1973;1;woonhuis;17;2
1092 HE Amsterdam;Transvaalstraat 93 B-I;5.235.439;4.924.679;200000;46;151;1;1938;0;appartement;12;2
1025 ZC Amsterdam;Amerbos 203;524.031;494.295;292500;140;432;3;1969;1;woonhuis;31;4
1067 EH Amsterdam;Wigbolt Ripperdastraat 72;5.238.186;480.419;275000;120;325;2;2005;0;appartement;21;3
1064 DC Amsterdam;Dom H. van der Laanstraat 20;52.375;482.109;425000;126;469;3;1999;1;woonhuis;31;6
1017 DP Amsterdam;Keizersgracht 537;5.236.464;4.889.387;1400000;143;495;4;1906;0;woonhuis;2;6
1092 AW Amsterdam;Oosterpark 85 hs;5.235.966;4.924.433;500000;86;368;2;1884;1;appartement;30;4
1087 KH Amsterdam;Maria Austriastraat 732;5.235.331;5.001.293;23000;0;0;1;0;0;parkeergelegenheid;1;1
1063 BK Amsterdam;Burgemeester De Vlugtlaan 145 C;5.238.088;4.823.137;225000;86;257;3;1958;0;appartement;19;4
1016 GX Amsterdam;Prinsengracht 309 311;5.237.321;4.883.398;75000;0;0;1;0;0;parkeergelegenheid;1;1
1017 KH Amsterdam;Prinsengracht 512 II;5.236.362;4.886.058;425000;72;277;1;1906;0;appartement;24;2
1069 EE Amsterdam;Langswater 600;5.235.741;478.887;175000;70;210;13;1967;0;appartement;18;4
1012 BH Amsterdam;Geldersekade 6;5.237.625;4.901.985;2850000;450;1473;6;1906;1;woonhuis;54;12
1017 SW Amsterdam;Tweede Weteringdwarsstraat 10;523.615;488.796;1275000;170;560;4;1864;1;woonhuis;32;7
1051 NV Amsterdam;Haarlemmerweg 259 C;5.238.511;4.868.519;350000;82;246;1;1998;0;appartement;17;3
1012 JS Amsterdam;Dam 5 /Y;5.237.309;489.409;9100000;305;1200;1;2017;1;appartement;20;6
1072 SL Amsterdam;Van Ostadestraat 5 -IV;5.235.167;488.725;399500;57;181;1;1906;0;appartement;24;3
1075 PT Amsterdam;Lomanstraat 25 boven;5.235.148;4.861.273;1045000;156;542;2;1913;0;appartement;31;5
1015 SC Amsterdam;Tweede Egelantiersdwarsstraat 22 I;5.237.647;4.882.171;219000;24;79;1;1737;1;appartement;19;2
1025 NP Amsterdam;Noord-Bevelandstraat 13;5.239.286;4.928.987;279500;64;312;3;1932;1;woonhuis;18;4
1016 VT Amsterdam;Looiersgracht 120 PP;5.236.806;4.879.519;95000;0;0;1;0;0;parkeergelegenheid;5;1
1069 DA Amsterdam;Wolbrantskerkweg 104 D;5.235.689;4.796.314;225000;90;245;10;2004;0;appartement;17;3
1051 JK Amsterdam;Rochussenstraat 9 I;523.813;486.886;220000;37;120;1;1906;0;appartement;13;2
1071 XB Amsterdam;Ruysdaelstraat 79 A;5.235.323;4.879.762;2120000;244;735;2;2017;1;appartement;10;5
1015 BS Amsterdam;Herengracht 100 hs V;5.237.643;4.889.015;995000;188;725;2;1620;0;appartement;27;5
1051 VC Amsterdam;Van der Hoopstraat 65 III;523.843;4.872.909;250000;44;106;1;1906;0;appartement;17;2
1077 LA Amsterdam;Prinses Margrietstraat 52;5.234.186;4.874.022;2300000;250;930;3;1945;1;woonhuis;44;8
1063 ML Amsterdam;Willem Kraanstraat 52;5.237.948;4.823.542;195000;0;0;1;0;0;onbekend;1;1
1069 GD Amsterdam;Akerwateringstraat 149;5.235.463;4.785.142;200000;100;300;2;1996;0;appartement;29;4
1011 MH Amsterdam;Valkenburgerstraat 141 A+B;5.236.923;4.906.684;440000;119;358;1;1999;0;appartement;33;3
1054 AJ Amsterdam;Alberdingk Thijmstraat 10 C;52.365;487.529;949000;149;516;2;1898;1;appartement;34;5
1102 TS Amsterdam;Barbusselaan 7;5.232.151;4.943.649;155000;84;258;1;1984;0;appartement;18;4
1082 VJ Amsterdam;Valkhof 38;5.233.224;4.870.333;275000;77;216;1;1963;0;appartement;19;4
1108 DP Amsterdam;Leusdenhof 306;5.230.672;4.979.236;150000;70;182;1;1980;0;appartement;15;3
1083 HC Amsterdam;Mensinge 34;5.233.256;4.889.146;569000;161;470;11;1970;0;appartement;16;4
1087 EN Amsterdam;Diemerparklaan;5.235.597;4.994.482;19750;0;0;1;0;0;onbekend;1;1
1053 DS Amsterdam;Kinkerstraat 223 -F;5.236.546;4.866.102;275000;73;230;1;1981;0;appartement;30;3
1071 LD Amsterdam;Palestrinastraat 19 huis;5.235.616;4.876.384;1650000;218;642;3;1906;1;appartement;29;6
1017 KH Amsterdam;Prinsengracht 494 2;5.236.404;4.885.423;1500000;234;522;2;1906;1;appartement;49;4
1061 BM Amsterdam;Blauwvoetstraat 73;5.237.713;4.839.219;439000;126;461;2;2012;0;appartement;40;4
1013 JW Amsterdam;Vinkenstraat 128 ';52.383;4.885.693;530000;116;493;3;1997;0;appartement;25;4
1015 AA Amsterdam;Singel 36 Hs;5.237.832;4.893.001;1650000;204;849;3;1763;1;appartement;42;5
1046 Amsterdam;Limmerick Garagebox/Opslag;5.239.211;478.938;19500;0;0;1;0;0;overigaanbod;7;1
1061 GM Amsterdam;Sinjeur Semeynsstraat 76 -II;5.238.129;4.844.238;185000;82;285;1;1945;0;appartement;34;3
1018 EX Amsterdam;Sarphatistraat 77 C;5.236.145;4.908.547;1237500;165;520;2;1906;0;appartement;33;3
1098 BH Amsterdam;Linnaeuskade 35 III;5.235.633;4.932.975;600000;119;217;2;1906;0;appartement;19;4
1017 BM Amsterdam;Reguliersdwarsstraat 46 D;523.662;4.891.663;650000;96;290;1;1999;0;appartement;28;3
1094 SM Amsterdam;Sibogastraat 62;5.235.877;4.937.045;450000;100;257;1;1998;0;appartement;30;4
1077 BH Amsterdam;Apollolaan 166;5.235.077;486.924;4500000;477;2125;3;1906;1;woonhuis;1;11
1072 RE Amsterdam;Lizzy Ansinghstraat 117;52.35;48.937;300000;59;187;1;1986;1;appartement;17;2
1104 HL Amsterdam;Kouwenoordweg 14;5.231.641;4.986.927;250000;166;559;3;2011;1;woonhuis;28;7
1074 VR Amsterdam;Pieter Aertszstraat 121 1;5.235.296;4.903.983;239000;37;116;1;1912;0;appartement;17;2
1086 XZ Amsterdam;Jan Olphert Vaillantlaan 49 A;5.236.226;4.978.417;300000;69;190;1;2005;1;appartement;19;3
1016 GE Amsterdam;Keizersgracht 456 A;523.671;4.884.148;850000;107;383;1;1680;1;appartement;23;4
1021 VL Amsterdam;Mezenstraat 44;523.863;491.959;300000;86;314;2;1931;0;appartement;36;5
1076 TR Amsterdam;Sportstraat 41 -2;5.234.647;4.859.249;289000;52;140;1;1926;0;appartement;18;3
1066 TH Amsterdam;Oudenaardeplantsoen 15;5.234.781;4.802.189;359000;113;325;3;1995;1;woonhuis;21;5
1017 JW Amsterdam;Prinsengracht 711 A;5.236.493;4.885.121;895000;132;366;1;1923;1;appartement;26;3
1060 MG Amsterdam;Groenlandstraat 28;5.234.692;4.792.758;450000;154;435;3;2003;1;woonhuis;31;7
1019 DK Amsterdam;Entrepothof 55;5.236.926;4.936.359;40000;0;0;1;0;0;onbekend;1;1
1011 CP Amsterdam;Nieuwe Ridderstraat 6;5.237.347;4.901.933;650000;105;284;3;1906;0;woonhuis;9;3
1078 PX Amsterdam;Rijnstraat 49 -3;5.234.703;4.905.237;269500;53;138;1;1906;0;appartement;20;3
1052 VG Amsterdam;Gillis van Ledenberchstraat 2 G;5.237.782;487.276;425000;80;248;1;1924;0;appartement;19;2
1056 CN Amsterdam;Hoofdweg 349 hs;5.237.109;4.849.441;265000;59;207;1;1927;1;appartement;21;2
1060 TV Amsterdam;Pieter Calandlaan 616;5.235.018;4.788.505;249500;95;240;1;1998;0;appartement;1;3
1012 DT Amsterdam;Oudezijds Achterburgwal 126 E;5.237.218;4.897.283;599000;112;327;3;1664;0;appartement;20;4
1068 ZT Amsterdam;Kweekhoven 10;5.236.417;480.378;400000;151;582;4;2009;0;woonhuis;29;7
1017 BA Amsterdam;Beulingstraat 2 E;5.236.814;488.774;750000;91;270;1;1906;0;appartement;19;3
1094 HX Amsterdam;Javaplein 20 A;5.236.365;4.938.515;225000;39;137;1;1916;1;appartement;20;2
1011 LM Amsterdam;Nieuwe Uilenburgerstraat 3 w;5.237.108;4.907.325;375000;62;185;1;1988;0;appartement;30;2
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 173);5.237.195;4.965.528;373059;104;260;1;2011;0;appartement;4;4
1069 MN Amsterdam;Zwarte Pad 10;5.234.603;4.781.216;498000;0;0;1;0;0;onbekend;1;1
1017 EX Amsterdam;Keizersgracht 746 3;5.236.338;4.897.471;725000;90;298;1;1906;1;appartement;23;3
1075 SH Amsterdam;Zeilstraat 20 I;5.235.123;4.855.114;299000;67;223;1;1912;0;appartement;13;3
1097 VE Amsterdam;Middenweg 548;5.234.076;4.950.456;199000;48;144;1;1926;1;appartement;16;2
1015 DR Amsterdam;Prinsengracht 145 A+C;5.237.842;4.886.996;1155000;185;419;5;1785;0;appartement;31;7
1058 GX Amsterdam;Antillenstraat 21 III;5.235.929;4.850.907;350000;69;204;1;1930;0;appartement;28;4
1054 ES Amsterdam;Stadhouderskade 20 L;5.236.203;4.880.632;2595000;213;619;1;1991;0;appartement;34;4
1078 DB Amsterdam;Churchill-laan 15;5.234.631;490.179;580000;0;0;1;0;0;onbekend;1;1
1058 GA Amsterdam;Saskia van Uijlenburgkade 108;5.235.653;4.846.608;750000;137;427;1;2008;0;appartement;18;4
1071 NX Amsterdam;De Lairessestraat 95 I;5.235.335;4.871.408;1399000;167;649;2;1920;0;appartement;38;5
1103 TX Amsterdam;Bijlmerdreef 1203;5.232.258;4.974.854;245000;74;192;1;2007;0;appartement;1;3
1058 JN Amsterdam;Haarlemmermeerstraat 31 III;5.235.695;4.850.537;775000;145;503;3;1933;0;appartement;36;5
1082 EL Amsterdam;Zuid-Hollandstraat 48 2;5.232.687;48.733;260000;78;251;1;1963;0;appartement;23;4
1095 LG Amsterdam;Zeeburgerdijk 712;523.662;494.818;400000;0;0;1;0;0;onbekend;1;1
1091 CE Amsterdam;Ruyschstraat 70 hs;5.235.767;4.911.377;375000;67;274;1;1898;1;appartement;25;3
1061 GM Amsterdam;Sinjeur Semeynsstraat 76 -III;5.238.129;4.844.235;175000;80;280;1;1945;0;appartement;32;3
1055 TA Amsterdam;Blancefloorstraat 1 I;5.237.703;4.855.819;249000;57;160;1;1939;0;appartement;32;4
1073 GH Amsterdam;Rustenburgerstraat 126 HS;5.235.304;4.901.637;275000;45;135;1;1905;1;appartement;20;2
1053 GS Amsterdam;Jan Pieter Heijestraat 94 -I;5.236.379;486.311;180000;27;75;1;1890;0;appartement;9;1
1082 MT Amsterdam;George Gershwinlaan 157;5.233.585;487.292;50000;0;0;1;0;0;parkeergelegenheid;3;1
1055 HV Amsterdam;Lucellestraat 33 III;5.238.126;4.848.803;269000;50;131;4;1931;0;appartement;28;3
1087 Amsterdam;Peter Wotkehof;5.235.863;4.992.625;27500;0;0;1;0;0;parkeergelegenheid;1;1
1032 CS Amsterdam;Latherusstraat 27;5.239.235;4.914.136;265000;76;250;2;1934;0;appartement;14;3
1022 AB Amsterdam;Nieuwendammerkade 28 A5;523.905;4.935.513;825000;232;599;2;2000;0;appartement;26;5
1059 TR Amsterdam;Westlandgracht 245 II;523.477;484.622;300000;62;204;1;1935;0;appartement;36;4
1087 CM Amsterdam;Alexandrine Tinnehof;5.235.715;4.992.884;24000;0;0;1;0;0;parkeergelegenheid;2;1
1054 ES Amsterdam;Stadhouderskade 16 B;5.236.206;4.880.644;1900000;224;653;1;1991;0;appartement;27;5
1071 KX Amsterdam;Alexander Boersstraat 6;5.235.695;4.878.739;1695000;174;1583;4;1895;1;woonhuis;32;6
1077 JX Amsterdam;Beethovenstraat 186 IV;523.423;4.876.309;850000;165;531;1;1961;0;appartement;30;4
1055 NJ Amsterdam;Gibraltarstraat 41 II;523.835;485.221;215000;52;136;1;1934;0;appartement;24;3
1053 TA Amsterdam;Schimmelstraat 5 II-III;5.236.876;4.866.516;525000;100;283;2;1906;0;appartement;19;3
1053 PH Amsterdam;Borgerstraat 153 DE;5.236.423;4.863.415;389000;79;220;4;1903;0;appartement;12;3
